Springfield Devs,,,,,,,,,
Journal,,,,,,,,,
January - December 2019,,,,,,,,,
,,,,,,,,,
,Date,Transaction Type,Num,Adj,Name,Memo/Description,Account,Debit,Credit
,,,,No,,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",Devs:Devs Payment Fees (Intuit),3.40   ,
,,,,,,,,$3.40   ,$3.40   
,,,,,,,,,
,11/18/2019,Deposit,,No,Meetup.com,"Meetup Renewal (duplicate, refund)",Devs Checking (7527),89.94   ,
,,,,No,,"Meetup Renewal (duplicate, refund)",Devs:Devs Software & Hosting,,89.94   
,,,,,,,,$89.94   ,$89.94   
,,,,,,,,,
,11/19/2019,Payment,,No,Fried Design Company,,Devs Checking (7527),500.00   ,
,,,,No,,,Accounts Receivable (A/R),,500.00   
,,,,,,,,$500.00   ,$500.00   
,,,,,,,,,
,11/21/2019,Pledge,1057,No,Austin Story,,Accounts Receivable (A/R),50.00   ,
,,,,No,,Founding Member of Springfield Devs. Lifetime recognition plus shirt/mug benefits. Austin Story,Devs Revenue:Devs Memberships,,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,11/21/2019,Pledge,1058,No,Gareth Rowell,,Accounts Receivable (A/R),50.00   ,
,,,,No,,Founding Member of Springfield Devs. Lifetime recognition plus shirt/mug benefits. Gareth Rowell,Devs Revenue:Devs Memberships,,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,11/26/2019,Bill Payment (Check),BILL PAY 002,No,Brad Hill Design Group,Reimbursement to Myke Bates. Paid by Myke Bates on 08/19/2019.,Devs Checking (7527),,"1,150.00   "
,,,,No,,,Accounts Payable (A/P),"1,150.00   ",
,,,,,,,,"$1,150.00   ","$1,150.00   "
,,,,,,,,,
,11/26/2019,Bill Payment (Check),BILL PAY 003,No,Amazon Shopping,Reimbursement to Jason Klein. Paid by Jason Klein on 09/25/2019.,Devs Checking (7527),,276.40   
,,,,No,,,Accounts Payable (A/P),276.40   ,
,,,,,,,,$276.40   ,$276.40   
,,,,,,,,,
,11/26/2019,Bill Payment (Check),BILL PAY 004,No,Name.com,Reimburse Myke Bates for Devs/Method domains. Originally paid to Name.com on 02/22/2019.,Devs Checking (7527),,222.50   
,,,,No,,,Accounts Payable (A/P),222.50   ,
,,,,,,,,$222.50   ,$222.50   
,,,,,,,,,
,11/26/2019,Bill Payment (Check),BILL PAY 005,No,Meetup.com,Reimburse Myke Bates for $89.94 annual Meetup.com Group fees he paid for Springfield Devs on 04/16/2019,Devs Checking (7527),,89.94   
,,,,No,,,Accounts Payable (A/P),89.94   ,
,,,,,,,,$89.94   ,$89.94   
,,,,,,,,,
,11/26/2019,Bill Payment (Check),BILL PAY 006,No,Name.com,Reimburse Myke Bates for $13.98 paid to Name.com for Devs domain on 08/02/2019.,Devs Checking (7527),,13.98   
,,,,No,,,Accounts Payable (A/P),13.98   ,
,,,,,,,,$13.98   ,$13.98   
,,,,,,,,,
,11/26/2019,Payment,,No,Mycra Therapy,Paid via QuickBooks Payments: Payment ID PK0260511748,Undeposited Funds,525.00   ,
,,,,No,,,Accounts Receivable (A/R),,525.00   
,,,,,,,,$525.00   ,$525.00   
,,,,,,,,,
,11/26/2019,Pledge,1059,No,Artistic Healing,,Accounts Receivable (A/R),500.00   ,
,,,,No,,Founding Sponsor of Springfield Devs. Lifetime recognition plus benefits through December 2022.,Devs Revenue:Devs Sponsorships,,500.00   
,,,,,,,,$500.00   ,$500.00   
,,,,,,,,,
,11/28/2019,Deposit,,No,Mycra Therapy,System-recorded deposit for QuickBooks Payments,Devs Checking (7527),525.00   ,
,,,,No,,Paid via QuickBooks Payments: Payment ID PK0260511748,Undeposited Funds,,525.00   
,,,,,,,,$525.00   ,$525.00   
,,,,,,,,,
,11/28/2019,Expenditure,,No,QuickBooks Payments,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",Devs Checking (7527),,15.48   
,,,,No,,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",Devs:Devs Payment Fees (Intuit),15.48   ,
,,,,,,,,$15.48   ,$15.48   
,,,,,,,,,
,12/01/2019,Bill,7335,No,Logic Forte (QuickBooks Subscription),,Accounts Payable (A/P),,20.00   
,,,,No,,Intuit QuickBooks Essentials ($40/month) - Reimburse Actual Cost,Devs:Devs Software & Hosting,20.00   ,
,,,,,,,,$20.00   ,$20.00   
,,,,,,,,,
,12/02/2019,Bill,321,No,Brad Hill Design Group,,Accounts Payable (A/P),,"1,000.00   "
,,,,No,,METHOD Event Website Responsive Design (Final Payment 50%),Method:Method Design,"1,000.00   ",
,,,,,,,,"$1,000.00   ","$1,000.00   "
,,,,,,,,,
,12/03/2019,Payment,,No,Gareth Rowell,Paid via QuickBooks Payments: Payment ID PK0261618950,Undeposited Funds,50.00   ,
,,,,No,,,Accounts Receivable (A/R),,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,12/03/2019,Deposit,,No,Gareth Rowell,System-recorded deposit for QuickBooks Payments,Devs Checking (7527),50.00   ,
,,,,No,,Paid via QuickBooks Payments: Payment ID PK0261618950,Undeposited Funds,,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,12/03/2019,Expenditure,,No,QuickBooks Payments,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",Devs Checking (7527),,1.70   
,,,,No,,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",Devs:Devs Payment Fees (Intuit),1.70   ,
,,,,,,,,$1.70   ,$1.70   
,,,,,,,,,
,12/03/2019,Expenditure,,No,Amazon Web Services,,Devs Checking (7527),,0.50   
,,,,No,,AMAZON WEB DBT CRD 0024 12/03/19 DB078ABT,Devs:Devs Software & Hosting,0.50   ,
,,,,,,,,$0.50   ,$0.50   
,,,,,,,,,
,12/05/2019,Bill,,No,Microsoft Corporation,,Accounts Payable (A/P),,20.00   
,,,,No,,Office 365 Business Essentials ($5/mo/user),Devs:Devs Software & Hosting,20.00   ,
,,,,,,,,$20.00   ,$20.00   
,,,,,,,,,
,12/06/2019,Bill Payment (Check),,No,Microsoft Corporation,,Devs Checking (7527),,20.00   
,,,,No,,,Accounts Payable (A/P),20.00   ,
,,,,,,,,$20.00   ,$20.00   
,,,,,,,,,
,12/06/2019,Expenditure,,No,Andy B's Springfield,December Social,Devs Checking (7527),,216.97   
,,,,No,,December Social,Devs:Devs Member Meals,216.97   ,
,,,,,,,,$216.97   ,$216.97   
,,,,,,,,,
,12/11/2019,Bill Payment (Check),,No,Brad Hill Design Group,,Devs Checking (7527),,"1,000.00   "
,,,,No,,,Accounts Payable (A/P),"1,000.00   ",
,,,,,,,,"$1,000.00   ","$1,000.00   "
,,,,,,,,,
,12/17/2019,Pledge,1060,No,Adam Cunningham,,Accounts Receivable (A/R),50.00   ,
,,,,No,,Founding Member of Springfield Devs. Lifetime recognition plus shirt/mug benefits. Adam Cunningham,Devs Revenue:Devs Memberships,,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,12/17/2019,Pledge,1061,No,Kraken Commerce,,Accounts Receivable (A/R),500.00   ,
,,,,No,,Founding Sponsor of Springfield Devs. Lifetime recognition plus benefits through December 2022.,Devs Revenue:Devs Sponsorships,,500.00   
,,,,,,,,$500.00   ,$500.00   
,,,,,,,,,
,12/17/2019,Pledge,1062,No,Brewer Science,,Accounts Receivable (A/R),500.00   ,
,,,,No,,Founding Sponsor of Springfield Devs. Lifetime recognition plus benefits through December 2022.,Devs Revenue:Devs Sponsorships,,500.00   
,,,,,,,,$500.00   ,$500.00   
,,,,,,,,,
,12/17/2019,Pledge,1063,No,Vault Innovation Group,,Accounts Receivable (A/R),500.00   ,
,,,,No,,Founding Sponsor of Springfield Devs. Lifetime recognition plus benefits through December 2022.,Devs Revenue:Devs Sponsorships,,500.00   
,,,,,,,,$500.00   ,$500.00   
,,,,,,,,,
,12/17/2019,Payment,,No,Kraken Commerce,Paid via QuickBooks Payments: Payment ID PG0268381654,Undeposited Funds,500.00   ,
,,,,No,,,Accounts Receivable (A/R),,500.00   
,,,,,,,,$500.00   ,$500.00   
,,,,,,,,,
,12/17/2019,Payment,,No,Adam Cunningham,Paid via QuickBooks Payments: Payment ID PK0264496241,Undeposited Funds,50.00   ,
,,,,No,,,Accounts Receivable (A/R),,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,12/17/2019,Deposit,,No,,System-recorded deposit for QuickBooks Payments,Devs Checking (7527),550.00   ,
,,,,No,,Paid via QuickBooks Payments: Payment ID PG0268381654,Undeposited Funds,,500.00   
,,,,No,,Paid via QuickBooks Payments: Payment ID PK0264496241,Undeposited Funds,,50.00   
,,,,,,,,$550.00   ,$550.00   
,,,,,,,,,
,12/17/2019,Expenditure,,No,QuickBooks Payments,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",Devs Checking (7527),,16.45   
,,,,No,,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",Devs:Devs Payment Fees (Intuit),16.45   ,
,,,,,,,,$16.45   ,$16.45   
,,,,,,,,,
,12/21/2019,Payment,,No,Artistic Healing,Paid via QuickBooks Payments: Payment ID PK0265356051,Undeposited Funds,500.00   ,
,,,,No,,,Accounts Receivable (A/R),,500.00   
,,,,,,,,$500.00   ,$500.00   
,,,,,,,,,
,12/22/2019,Deposit,,No,Artistic Healing,System-recorded deposit for QuickBooks Payments,Devs Checking (7527),500.00   ,
,,,,No,,Paid via QuickBooks Payments: Payment ID PK0265356051,Undeposited Funds,,500.00   
,,,,,,,,$500.00   ,$500.00   
,,,,,,,,,
,12/22/2019,Expenditure,,No,QuickBooks Payments,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",Devs Checking (7527),,14.75   
,,,,No,,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",Devs:Devs Payment Fees (Intuit),14.75   ,
,,,,,,,,$14.75   ,$14.75   
,,,,,,,,,
,12/23/2019,Pledge,1064,No,"Code Scientists, LLC",,Accounts Receivable (A/R),500.00   ,
,,,,No,,Founding Sponsor of Springfield Devs. Lifetime recognition plus benefits through December 2022.,Devs Revenue:Devs Sponsorships,,500.00   
,,,,,,,,$500.00   ,$500.00   
,,,,,,,,,
,12/23/2019,Pledge,1065,No,Melisa Hamilton,,Accounts Receivable (A/R),25.00   ,
,,,,No,,"Founding Member of Springfield Devs. Lifetime recognition plus shirt/mug benefits. Melisa Hamilton, Mycra (50% Founding Sponsor Discount)",Devs Revenue:Devs Memberships,,25.00   
,,,,,,,,$25.00   ,$25.00   
,,,,,,,,,
,12/30/2019,Pledge,1066,No,Logic Forte,Speaker Sponsorship (Taylor Otwell) for METHOD Developer Conference 03/05/2020,Accounts Receivable (A/R),900.00   ,
,,,,No,,Speaker Sponsorship (Taylor Otwell) for METHOD Developer Conference 03/05/2020. Refer to Sponsor Packet for Terms and Sponsor Benefits. ALL PAYMENTS DUE BY 02/15/2020.,Method Revenue:Method Sponsorships,,"1,000.00   "
,,,,No,,Springfield Devs Founding Sponsor Discount (-10%),Method Revenue:Method Sponsorships,100.00   ,
,,,,,,,,"$1,000.00   ","$1,000.00   "
,,,,,,,,,
,12/30/2019,Payment,,No,Logic Forte,Paid via QuickBooks Payments: Payment ID anuwyfzb,Undeposited Funds,900.00   ,
,,,,No,,,Accounts Receivable (A/R),,900.00   
,,,,,,,,$900.00   ,$900.00   
,,,,,,,,,
,12/30/2019,Deposit,,No,Logic Forte,System-recorded deposit for QuickBooks Payments,Devs Checking (7527),900.00   ,
,,,,No,,Paid via QuickBooks Payments: Payment ID anuwyfzb,Undeposited Funds,,900.00   
,,,,,,,,$900.00   ,$900.00   
,,,,,,,,,
,12/30/2019,Expenditure,,No,QuickBooks Payments,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",Devs Checking (7527),,9.00   
,,,,No,,Logic Forte (1% + 0.00),Method:Method Payment Fees (Intuit),9.00   ,
,,,,,,,,$9.00   ,$9.00   
,,,,,,,,,
,12/30/2019,Expenditure,,No,Apple Developer Program,,Devs Checking (7527),,99.00   
,,,,No,,APPLE.COM/U DBT CRD 1035 12/29/19 DBZT64P9,Devs:Devs Software & Hosting,99.00   ,
,,,,,,,,$99.00   ,$99.00   
,,,,,,,,,
,12/31/2019,Bill Payment (Check),BILL PAY 008,No,Kutak Rock,Reimbursement to Myke Bates. Paid by Myke Bates on 08/07/2019.,Devs Checking (7527),,750.00   
,,,,No,,,Accounts Payable (A/P),750.00   ,
,,,,,,,,$750.00   ,$750.00   
,,,,,,,,,
,12/31/2019,Bill Payment (Check),BILL PAY 007,No,Diamond Room / Simply Delicious,Reimbursement to Myke Bates. Paid by Myke Bates on 08/22/2019.,Devs Checking (7527),,500.00   
,,,,No,,,Accounts Payable (A/P),500.00   ,
,,,,,,,,$500.00   ,$500.00   
,,,,,,,,,
,12/31/2019,Bill Payment (Check),BILL PAY 009,No,Sticker Mule,Reimbursement to Myke Bates. Paid by Myke Bates on 08/23/2019.,Devs Checking (7527),,176.80   
,,,,No,,,Accounts Payable (A/P),176.80   ,
,,,,,,,,$176.80   ,$176.80   
,,,,,,,,,
,12/31/2019,Bill Payment (Check),BILL PAY 010,No,1Password,Reimbursement to Myke Bates. Paid by Myke Bates on 10/02/2019.,Devs Checking (7527),,59.85   
,,,,No,,,Accounts Payable (A/P),59.85   ,
,,,,,,,,$59.85   ,$59.85   
,,,,,,,,,
,12/31/2019,Bill,781,No,Pillar Insurance Springfield,,Accounts Payable (A/P),,"1,079.00   "
,,,,No,,"Star Insurance Company CP0950895 - Directors & Officers, General Liability, Participation Fee",Devs:Devs Insurance,"1,079.00   ",
,,,,,,,,"$1,079.00   ","$1,079.00   "
,,,,,,,,,
TOTAL,,,,,,,,"$46,412.82   ","$46,412.82   "
,,,,,,,,,
,,,,,,,,,
"Monday, Mar 02, 2020 08:01:44 PM GMT-8",,,,,,,,,
